States and selected areas:  Employment status of the civilian noninstitutional population,;;;;;;;;;;
January 1976 to date, seasonally adjusted;;;;;;;;;;
;;;;;;;;;;
FIPS Code;State and area;Period;;Civilian non-institutional population;Civilian labor force;;;;;
25;Massachusetts;2019;10;5 642 383   ;3 834 887   ;68,0   ;3 728 268   ;66,1   ;106 619   ;2,8   
26;Michigan;2019;10;8 000 148   ;4 941 513   ;61,8   ;4 750 986   ;59,4   ;190 527   ;3,9   
27;Minnesota;2019;10;4 435 022   ;3 123 561   ;70,4   ;3 021 790   ;68,1   ;101 771   ;3,3   
28;Mississippi;2019;10;2 288 632   ;1 281 461   ;56,0   ;1 209 989   ;52,9   ;71 472   ;5,6   
29;Missouri;2019;10;4 818 501   ;3 104 105   ;64,4   ;2 998 448   ;62,2   ;105 657   ;3,4   
30;Montana;2019;10;852 869   ;535 978   ;62,8   ;517 221   ;60,6   ;18 757   ;3,5   
31;Nebraska;2019;10;1 483 996   ;1 038 333   ;70,0   ;1 007 091   ;67,9   ;31 242   ;3,0   
32;Nevada;2019;10;2 439 318   ;1 551 903   ;63,6   ;1 494 665   ;61,3   ;57 238   ;3,7   
33;New Hampshire;2019;10;1 123 752   ;776 809   ;69,1   ;756 871   ;67,4   ;19 938   ;2,6   
34;New Jersey;2019;10;7 074 938   ;4 536 222   ;64,1   ;4 369 115   ;61,8   ;167 107   ;3,7   
35;New Mexico;2019;10;1 642 895   ;960 159   ;58,4   ;914 532   ;55,7   ;45 627   ;4,8   
36;New York;2019;10;15 648 062   ;9 527 899   ;60,9   ;9 156 652   ;58,5   ;371 247   ;3,9   
51000;New York city;2019;10;6 722 274   ;4 059 691   ;60,4   ;3 912 003   ;58,2   ;147 688   ;3,6   
37;North Carolina;2019;10;8 276 062   ;5 104 706   ;61,7   ;4 918 234   ;59,4   ;186 472   ;3,7   
38;North Dakota;2019;10;583 454   ;404 014   ;69,2   ;394 318   ;67,6   ;9 696   ;2,4   
39;Ohio;2019;10;9 247 538   ;5 814 465   ;62,9   ;5 576 321   ;60,3   ;238 144   ;4,1   
40;Oklahoma;2019;10;3 035 547   ;1 846 046   ;60,8   ;1 783 842   ;58,8   ;62 204   ;3,4   
41;Oregon;2019;10;3 420 507   ;2 103 183   ;61,5   ;2 031 830   ;59,4   ;71 353   ;3,4   
42;Pennsylvania;2019;10;10 283 945   ;6 539 128   ;63,6   ;6 235 732   ;60,6   ;303 396   ;4,6   
44;Rhode Island;2019;10;864 826   ;556 922   ;64,4   ;537 609   ;62,2   ;19 313   ;3,5   
45;South Carolina;2019;10;4 081 663   ;2 383 056   ;58,4   ;2 326 812   ;57,0   ;56 244   ;2,4   
46;South Dakota;2019;10;674 226   ;465 907   ;69,1   ;450 107   ;66,8   ;15 800   ;3,4   
47;Tennessee;2019;10;5 397 290   ;3 366 977   ;62,4   ;3 255 560   ;60,3   ;111 417   ;3,3   
48;Texas;2019;10;22 041 548   ;14 160 862   ;64,2   ;13 663 754   ;62,0   ;497 108   ;3,5   
49;Utah;2019;10;2 367 203   ;1 622 472   ;68,5   ;1 583 040   ;66,9   ;39 432   ;2,4   
50;Vermont;2019;10;518 662   ;340 685   ;65,7   ;332 422   ;64,1   ;8 263   ;2,4   
51;Virginia;2019;10;6 684 297   ;4 444 122   ;66,5   ;4 325 663   ;64,7   ;118 459   ;2,7   
53;Washington;2019;10;6 045 847   ;3 946 416   ;65,3   ;3 787 504   ;62,6   ;158 912   ;4,0   
54;West Virginia;2019;10;1 445 439   ;803 070   ;55,6   ;762 385   ;52,7   ;40 685   ;5,1   
55;Wisconsin;2019;10;4 641 091   ;3 108 148   ;67,0   ;3 000 585   ;64,7   ;107 563   ;3,5   
56;Wyoming;2019;10;450 575   ;292 785   ;65,0   ;281 900   ;62,6   ;10 885   ;3,7   
01;Alabama;2019;11;3 868 937   ;2 248 190   ;58,1   ;2 186 809   ;56,5   ;61 381   ;2,7   
02;Alaska;2019;11;544 415   ;346 806   ;63,7   ;325 568   ;59,8   ;21 238   ;6,1   
04;Arizona;2019;11;5 758 602   ;3 596 303   ;62,5   ;3 433 191   ;59,6   ;163 112   ;4,5   
05;Arkansas;2019;11;2 347 596   ;1 364 331   ;58,1   ;1 316 141   ;56,1   ;48 190   ;3,5   
06;California;2019;11;31 159 295   ;19 487 634   ;62,5   ;18 733 893   ;60,1   ;753 741   ;3,9   
037;Los Angeles County;2019;11;8 061 613   ;5 151 664   ;63,9   ;4 929 700   ;61,2   ;221 964   ;4,3   
08;Colorado;2019;11;4 573 815   ;3 175 472   ;69,4   ;3 095 329   ;67,7   ;80 143   ;2,5   
09;Connecticut;2019;11;2 885 407   ;1 926 916   ;66,8   ;1 854 543   ;64,3   ;72 373   ;3,8   
10;Delaware;2019;11;781 888   ;488 945   ;62,5   ;469 497   ;60,0   ;19 448   ;4,0   
11;District of Columbia;2019;11;578 700   ;411 999   ;71,2   ;390 156   ;67,4   ;21 843   ;5,3   
12;Florida;2019;11;17 505 535   ;10 423 269   ;59,5   ;10 126 546   ;57,8   ;296 723   ;2,8   
13;Georgia;2019;11;8 236 856   ;5 138 942   ;62,4   ;4 977 732   ;60,4   ;161 210   ;3,1   
15;Hawaii;2019;11;1 090 816   ;666 654   ;61,1   ;648 988   ;59,5   ;17 666   ;2,6   
16;Idaho;2019;11;1 381 118   ;888 878   ;64,4   ;863 501   ;62,5   ;25 377   ;2,9   
17;Illinois;2019;11;9 996 224   ;6 433 159   ;64,4   ;6 197 576   ;62,0   ;235 583   ;3,7   
18;Indiana;2019;11;5 261 787   ;3 389 478   ;64,4   ;3 281 975   ;62,4   ;107 503   ;3,2   
19;Iowa;2019;11;2 471 755   ;1 754 287   ;71,0   ;1 704 890   ;69,0   ;49 397   ;2,8   
20;Kansas;2019;11;2 232 381   ;1 491 949   ;66,8   ;1 445 043   ;64,7   ;46 906   ;3,1   
21;Kentucky;2019;11;3 498 073   ;2 082 697   ;59,5   ;1 992 397   ;57,0   ;90 300   ;4,3   
22;Louisiana;2019;11;3 576 401   ;2 102 578   ;58,8   ;1 993 247   ;55,7   ;109 331   ;5,2   
23;Maine;2019;11;1 112 821   ;693 715   ;62,3   ;673 084   ;60,5   ;20 631   ;3,0   
24;Maryland;2019;11;4 767 046   ;3 272 834   ;68,7   ;3 160 936   ;66,3   ;111 898   ;3,4   
25;Massachusetts;2019;11;5 644 413   ;3 835 120   ;67,9   ;3 728 610   ;66,1   ;106 510   ;2,8   
26;Michigan;2019;11;8 001 633   ;4 941 316   ;61,8   ;4 750 962   ;59,4   ;190 354   ;3,9   
27;Minnesota;2019;11;4 437 868   ;3 123 569   ;70,4   ;3 021 641   ;68,1   ;101 928   ;3,3   
28;Mississippi;2019;11;2 288 917   ;1 281 170   ;56,0   ;1 209 874   ;52,9   ;71 296   ;5,6   
29;Missouri;2019;11;4 820 195   ;3 105 035   ;64,4   ;2 998 582   ;62,2   ;106 453   ;3,4   
30;Montana;2019;11;853 570   ;535 823   ;62,8   ;517 084   ;60,6   ;18 739   ;3,5   
31;Nebraska;2019;11;1 484 779   ;1 038 315   ;69,9   ;1 007 168   ;67,8   ;31 147   ;3,0   
32;Nevada;2019;11;2 443 466   ;1 551 744   ;63,5   ;1 494 712   ;61,2   ;57 032   ;3,7   
33;New Hampshire;2019;11;1 124 441   ;776 709   ;69,1   ;756 792   ;67,3   ;19 917   ;2,6   
34;New Jersey;2019;11;7 075 799   ;4 537 131   ;64,1   ;4 368 963   ;61,7   ;168 168   ;3,7   
35;New Mexico;2019;11;1 643 730   ;960 148   ;58,4   ;914 468   ;55,6   ;45 680   ;4,8   
36;New York;2019;11;15 645 194   ;9 529 070   ;60,9   ;9 157 857   ;58,5   ;371 213   ;3,9   
51000;New York city;2019;11;6 719 231   ;4 059 478   ;60,4   ;3 911 889   ;58,2   ;147 589   ;3,6   
37;North Carolina;2019;11;8 285 055   ;5 104 251   ;61,6   ;4 918 613   ;59,4   ;185 638   ;3,6   
38;North Dakota;2019;11;583 744   ;403 988   ;69,2   ;394 349   ;67,6   ;9 639   ;2,4   
39;Ohio;2019;11;9 249 320   ;5 812 596   ;62,8   ;5 575 626   ;60,3   ;236 970   ;4,1   
40;Oklahoma;2019;11;3 037 183   ;1 845 800   ;60,8   ;1 783 677   ;58,7   ;62 123   ;3,4   
41;Oregon;2019;11;3 423 708   ;2 103 089   ;61,4   ;2 032 001   ;59,4   ;71 088   ;3,4   
42;Pennsylvania;2019;11;10 285 407   ;6 540 059   ;63,6   ;6 235 989   ;60,6   ;304 070   ;4,6   
44;Rhode Island;2019;11;865 073   ;556 972   ;64,4   ;537 676   ;62,2   ;19 296   ;3,5   
45;South Carolina;2019;11;4 086 981   ;2 383 533   ;58,3   ;2 326 821   ;56,9   ;56 712   ;2,4   
46;South Dakota;2019;11;674 726   ;465 885   ;69,0   ;450 090   ;66,7   ;15 795   ;3,4   
47;Tennessee;2019;11;5 402 170   ;3 367 604   ;62,3   ;3 256 017   ;60,3   ;111 587   ;3,3   
48;Texas;2019;11;22 071 482   ;14 161 219   ;64,2   ;13 664 882   ;61,9   ;496 337   ;3,5   
49;Utah;2019;11;2 371 665   ;1 622 909   ;68,4   ;1 583 400   ;66,8   ;39 509   ;2,4   
50;Vermont;2019;11;518 716   ;340 681   ;65,7   ;332 418   ;64,1   ;8 263   ;2,4   
51;Virginia;2019;11;6 687 617   ;4 444 649   ;66,5   ;4 326 215   ;64,7   ;118 434   ;2,7   
53;Washington;2019;11;6 052 873   ;3 946 541   ;65,2   ;3 788 021   ;62,6   ;158 520   ;4,0   
54;West Virginia;2019;11;1 444 781   ;803 129   ;55,6   ;762 335   ;52,8   ;40 794   ;5,1   
55;Wisconsin;2019;11;4 643 055   ;3 108 239   ;66,9   ;3 000 639   ;64,6   ;107 600   ;3,5   
56;Wyoming;2019;11;450 750   ;292 684   ;64,9   ;281 856   ;62,5   ;10 828   ;3,7   
01;Alabama;2019;12;3 870 113   ;2 247 886   ;58,1   ;2 186 356   ;56,5   ;61 530   ;2,7   
02;Alaska;2019;12;544 277   ;346 831   ;63,7   ;325 597   ;59,8   ;21 234   ;6,1   
04;Arizona;2019;12;5 768 223   ;3 594 630   ;62,3   ;3 431 327   ;59,5   ;163 303   ;4,5   
05;Arkansas;2019;12;2 348 326   ;1 364 255   ;58,1   ;1 316 069   ;56,0   ;48 186   ;3,5   
06;California;2019;12;31 168 248   ;19 483 790   ;62,5   ;18 729 074   ;60,1   ;754 716   ;3,9   
037;Los Angeles County;2019;12;8 060 759   ;5 150 159   ;63,9   ;4 928 054   ;61,1   ;222 105   ;4,3   
08;Colorado;2019;12;4 579 693   ;3 174 504   ;69,3   ;3 094 165   ;67,6   ;80 339   ;2,5   
09;Connecticut;2019;12;2 885 511   ;1 926 276   ;66,8   ;1 853 997   ;64,3   ;72 279   ;3,8   
10;Delaware;2019;12;782 612   ;488 861   ;62,5   ;469 461   ;60,0   ;19 400   ;4,0   
11;District of Columbia;2019;12;578 930   ;411 960   ;71,2   ;390 081   ;67,4   ;21 879   ;5,3   
12;Florida;2019;12;17 526 279   ;10 419 034   ;59,4   ;10 121 594   ;57,8   ;297 440   ;2,9   
13;Georgia;2019;12;8 245 208   ;5 137 642   ;62,3   ;4 975 936   ;60,3   ;161 706   ;3,1   
15;Hawaii;2019;12;1 090 648   ;666 539   ;61,1   ;648 873   ;59,5   ;17 666   ;2,7   
16;Idaho;2019;12;1 383 920   ;888 658   ;64,2   ;863 269   ;62,4   ;25 389   ;2,9   
17;Illinois;2019;12;9 994 134   ;6 433 027   ;64,4   ;6 196 809   ;62,0   ;236 218   ;3,7   
18;Indiana;2019;12;5 264 653   ;3 388 859   ;64,4   ;3 281 209   ;62,3   ;107 650   ;3,2   
19;Iowa;2019;12;2 472 343   ;1 753 614   ;70,9   ;1 704 276   ;68,9   ;49 338   ;2,8   
20;Kansas;2019;12;2 232 822   ;1 491 808   ;66,8   ;1 444 886   ;64,7   ;46 922   ;3,1   
21;Kentucky;2019;12;3 498 649   ;2 082 207   ;59,5   ;1 991 923   ;56,9   ;90 284   ;4,3   
22;Louisiana;2019;12;3 575 886   ;2 102 205   ;58,8   ;1 993 208   ;55,7   ;108 997   ;5,2   
23;Maine;2019;12;1 113 268   ;693 630   ;62,3   ;672 992   ;60,5   ;20 638   ;3,0   
24;Maryland;2019;12;4 767 938   ;3 272 378   ;68,6   ;3 160 365   ;66,3   ;112 013   ;3,4   
25;Massachusetts;2019;12;5 646 083   ;3 834 262   ;67,9   ;3 727 633   ;66,0   ;106 629   ;2,8   
26;Michigan;2019;12;8 002 699   ;4 941 082   ;61,7   ;4 750 088   ;59,4   ;190 994   ;3,9   
27;Minnesota;2019;12;4 440 489   ;3 123 024   ;70,3   ;3 021 131   ;68,0   ;101 893   ;3,3   
28;Mississippi;2019;12;2 289 028   ;1 280 945   ;56,0   ;1 209 761   ;52,9   ;71 184   ;5,6   
29;Missouri;2019;12;4 821 649   ;3 104 134   ;64,4   ;2 997 762   ;62,2   ;106 372   ;3,4   
30;Montana;2019;12;854 234   ;535 694   ;62,7   ;516 978   ;60,5   ;18 716   ;3,5   
31;Nebraska;2019;12;1 485 501   ;1 038 216   ;69,9   ;1 007 064   ;67,8   ;31 152   ;3,0   
32;Nevada;2019;12;2 447 505   ;1 551 408   ;63,4   ;1 494 283   ;61,1   ;57 125   ;3,7   
33;New Hampshire;2019;12;1 125 075   ;776 586   ;69,0   ;756 684   ;67,3   ;19 902   ;2,6   
34;New Jersey;2019;12;7 076 280   ;4 535 046   ;64,1   ;4 367 342   ;61,7   ;167 704   ;3,7   
35;New Mexico;2019;12;1 644 433   ;959 922   ;58,4   ;914 194   ;55,6   ;45 728   ;4,8   
36;New York;2019;12;15 641 452   ;9 527 712   ;60,9   ;9 156 258   ;58,5   ;371 454   ;3,9   
51000;New York city;2019;12;6 716 457   ;4 059 655   ;60,4   ;3 911 570   ;58,2   ;148 085   ;3,6   
37;North Carolina;2019;12;8 293 577   ;5 103 301   ;61,5   ;4 917 178   ;59,3   ;186 123   ;3,6   
38;North Dakota;2019;12;583 976   ;403 982   ;69,2   ;394 353   ;67,5   ;9 629   ;2,4   
39;Ohio;2019;12;9 250 623   ;5 811 750   ;62,8   ;5 574 862   ;60,3   ;236 888   ;4,1   
40;Oklahoma;2019;12;3 038 650   ;1 845 530   ;60,7   ;1 783 548   ;58,7   ;61 982   ;3,4   
41;Oregon;2019;12;3 426 683   ;2 103 105   ;61,4   ;2 031 743   ;59,3   ;71 362   ;3,4   
42;Pennsylvania;2019;12;10 286 306   ;6 537 907   ;63,6   ;6 234 518   ;60,6   ;303 389   ;4,6   
44;Rhode Island;2019;12;865 275   ;556 912   ;64,4   ;537 582   ;62,1   ;19 330   ;3,5   
45;South Carolina;2019;12;4 092 059   ;2 383 297   ;58,2   ;2 326 018   ;56,8   ;57 279   ;2,4   
46;South Dakota;2019;12;675 217   ;465 805   ;69,0   ;450 033   ;66,7   ;15 772   ;3,4   
47;Tennessee;2019;12;5 406 698   ;3 366 970   ;62,3   ;3 255 159   ;60,2   ;111 811   ;3,3   
48;Texas;2019;12;22 100 014   ;14 155 916   ;64,1   ;13 660 124   ;61,8   ;495 792   ;3,5   
49;Utah;2019;12;2 375 981   ;1 622 443   ;68,3   ;1 582 820   ;66,6   ;39 623   ;2,4   
50;Vermont;2019;12;518 745   ;340 749   ;65,7   ;332 491   ;64,1   ;8 258   ;2,4   
51;Virginia;2019;12;6 690 583   ;4 443 312   ;66,4   ;4 324 694   ;64,6   ;118 618   ;2,7   
53;Washington;2019;12;6 059 559   ;3 945 375   ;65,1   ;3 786 562   ;62,5   ;158 813   ;4,0   
54;West Virginia;2019;12;1 444 052   ;802 879   ;55,6   ;762 154   ;52,8   ;40 725   ;5,1   
55;Wisconsin;2019;12;4 644 781   ;3 108 122   ;66,9   ;3 000 569   ;64,6   ;107 553   ;3,5   
56;Wyoming;2019;12;450 912   ;292 662   ;64,9   ;281 857   ;62,5   ;10 805   ;3,7   
01;Alabama;2020;01;3 871 113   ;2 247 721   ;58,1   ;2 186 652   ;56,5   ;61 069   ;2,7   
02;Alaska;2020;01;544 147   ;346 278   ;63,6   ;325 347   ;59,8   ;20 931   ;6,0   
04;Arizona;2020;01;5 777 677   ;3 604 805   ;62,4   ;3 442 732   ;59,6   ;162 073   ;4,5   
05;Arkansas;2020;01;2 348 957   ;1 366 308   ;58,2   ;1 318 240   ;56,1   ;48 068   ;3,5   
06;California;2020;01;31 176 732   ;19 509 644   ;62,6   ;18 756 375   ;60,2   ;753 269   ;3,9   
037;Los Angeles County;2020;01;8 060 151   ;5 166 636   ;64,1   ;4 945 318   ;61,4   ;221 318   ;4,3   
08;Colorado;2020;01;4 585 337   ;3 180 821   ;69,4   ;3 101 414   ;67,6   ;79 407   ;2,5   
09;Connecticut;2020;01;2 885 511   ;1 929 340   ;66,9   ;1 857 116   ;64,4   ;72 224   ;3,7   
10;Delaware;2020;01;783 263   ;488 917   ;62,4   ;469 519   ;59,9   ;19 398   ;4,0   
11;District of Columbia;2020;01;579 170   ;413 042   ;71,3   ;391 465   ;67,6   ;21 577   ;5,2   
12;Florida;2020;01;17 546 441   ;10 440 312   ;59,5   ;10 148 929   ;57,8   ;291 383   ;2,8   
13;Georgia;2020;01;8 253 244   ;5 147 616   ;62,4   ;4 988 005   ;60,4   ;159 611   ;3,1   
15;Hawaii;2020;01;1 090 466   ;668 169   ;61,3   ;650 377   ;59,6   ;17 792   ;2,7   
16;Idaho;2020;01;1 386 678   ;890 069   ;64,2   ;865 321   ;62,4   ;24 748   ;2,8   
17;Illinois;2020;01;9 991 645   ;6 417 226   ;64,2   ;6 189 437   ;61,9   ;227 789   ;3,5   
18;Indiana;2020;01;5 267 251   ;3 392 922   ;64,4   ;3 286 146   ;62,4   ;106 776   ;3,1   
19;Iowa;2020;01;2 472 780   ;1 754 704   ;71,0   ;1 704 978   ;68,9   ;49 726   ;2,8   
20;Kansas;2020;01;2 233 129   ;1 493 934   ;66,9   ;1 447 063   ;64,8   ;46 871   ;3,1   
21;Kentucky;2020;01;3 499 012   ;2 084 752   ;59,6   ;1 994 520   ;57,0   ;90 232   ;4,3   
22;Louisiana;2020;01;3 575 222   ;2 107 207   ;58,9   ;1 995 892   ;55,8   ;111 315   ;5,3   
23;Maine;2020;01;1 113 662   ;694 174   ;62,3   ;672 966   ;60,4   ;21 208   ;3,1   
24;Maryland;2020;01;4 768 645   ;3 276 524   ;68,7   ;3 167 463   ;66,4   ;109 061   ;3,3   
25;Massachusetts;2020;01;5 647 532   ;3 836 148   ;67,9   ;3 729 899   ;66,0   ;106 249   ;2,8   
26;Michigan;2020;01;8 003 316   ;4 946 724   ;61,8   ;4 759 515   ;59,5   ;187 209   ;3,8   
27;Minnesota;2020;01;4 442 842   ;3 122 744   ;70,3   ;3 023 966   ;68,1   ;98 778   ;3,2   
28;Mississippi;2020;01;2 289 087   ;1 279 329   ;55,9   ;1 209 534   ;52,8   ;69 795   ;5,5   
29;Missouri;2020;01;4 822 794   ;3 111 534   ;64,5   ;3 001 253   ;62,2   ;110 281   ;3,5   
30;Montana;2020;01;854 870   ;536 520   ;62,8   ;517 842   ;60,6   ;18 678   ;3,5   
31;Nebraska;2020;01;1 486 126   ;1 040 313   ;70,0   ;1 009 700   ;67,9   ;30 613   ;2,9   
32;Nevada;2020;01;2 451 444   ;1 555 270   ;63,4   ;1 498 971   ;61,1   ;56 299   ;3,6   
33;New Hampshire;2020;01;1 125 658   ;778 202   ;69,1   ;758 262   ;67,4   ;19 940   ;2,6   
34;New Jersey;2020;01;7 076 496   ;4 551 684   ;64,3   ;4 379 423   ;61,9   ;172 261   ;3,8   
35;New Mexico;2020;01;1 645 105   ;961 100   ;58,4   ;915 430   ;55,6   ;45 670   ;4,8   
36;New York;2020;01;15 637 099   ;9 542 921   ;61,0   ;9 178 410   ;58,7   ;364 511   ;3,8   
51000;New York city;2020;01;6 714 001   ;4 054 605   ;60,4   ;3 911 937   ;58,3   ;142 668   ;3,5   
37;North Carolina;2020;01;8 301 726   ;5 110 632   ;61,6   ;4 925 741   ;59,3   ;184 891   ;3,6   
38;North Dakota;2020;01;584 185   ;404 282   ;69,2   ;394 947   ;67,6   ;9 335   ;2,3   
39;Ohio;2020;01;9 251 398   ;5 818 790   ;62,9   ;5 580 352   ;60,3   ;238 438   ;4,1   
40;Oklahoma;2020;01;3 039 935   ;1 845 422   ;60,7   ;1 784 815   ;58,7   ;60 607   ;3,3   
41;Oregon;2020;01;3 429 482   ;2 104 158   ;61,4   ;2 034 344   ;59,3   ;69 814   ;3,3   
42;Pennsylvania;2020;01;10 286 669   ;6 549 144   ;63,7   ;6 242 115   ;60,7   ;307 029   ;4,7   
44;Rhode Island;2020;01;865 428   ;557 583   ;64,4   ;538 637   ;62,2   ;18 946   ;3,4   
45;South Carolina;2020;01;4 096 955   ;2 387 096   ;58,3   ;2 330 497   ;56,9   ;56 599   ;2,4   
46;South Dakota;2020;01;675 598   ;466 500   ;69,0   ;450 689   ;66,7   ;15 811   ;3,4   
47;Tennessee;2020;01;5 410 974   ;3 367 254   ;62,2   ;3 255 324   ;60,2   ;111 930   ;3,3   
48;Texas;2020;01;22 128 099   ;14 180 789   ;64,1   ;13 686 397   ;61,9   ;494 392   ;3,5   
49;Utah;2020;01;2 380 180   ;1 626 802   ;68,3   ;1 586 763   ;66,7   ;40 039   ;2,5   
50;Vermont;2020;01;518 745   ;340 538   ;65,6   ;332 233   ;64,0   ;8 305   ;2,4   
51;Virginia;2020;01;6 693 201   ;4 453 928   ;66,5   ;4 335 613   ;64,8   ;118 315   ;2,7   
53;Washington;2020;01;6 066 011   ;3 955 240   ;65,2   ;3 799 772   ;62,6   ;155 468   ;3,9   
54;West Virginia;2020;01;1 443 225   ;804 830   ;55,8   ;764 293   ;53,0   ;40 537   ;5,0   
55;Wisconsin;2020;01;4 646 243   ;3 110 114   ;66,9   ;3 000 511   ;64,6   ;109 603   ;3,5   
56;Wyoming;2020;01;451 023   ;293 281   ;65,0   ;282 542   ;62,6   ;10 739   ;3,7   
01;Alabama;2020;02;3 872 006   ;2 243 960   ;58,0   ;2 184 305   ;56,4   ;59 655   ;2,7   
02;Alaska;2020;02;543 956   ;345 418   ;63,5   ;325 323   ;59,8   ;20 095   ;5,8   
04;Arizona;2020;02;5 786 902   ;3 613 043   ;62,4   ;3 451 805   ;59,6   ;161 238   ;4,5   
05;Arkansas;2020;02;2 349 523   ;1 367 709   ;58,2   ;1 319 907   ;56,2   ;47 802   ;3,5   
06;California;2020;02;31 184 208   ;19 516 042   ;62,6   ;18 756 714   ;60,1   ;759 328   ;3,9   
037;Los Angeles County;2020;02;8 058 853   ;5 179 356   ;64,3   ;4 955 264   ;61,5   ;224 092   ;4,3   
08;Colorado;2020;02;4 591 039   ;3 186 341   ;69,4   ;3 106 077   ;67,7   ;80 264   ;2,5   
09;Connecticut;2020;02;2 885 425   ;1 930 453   ;66,9   ;1 857 872   ;64,4   ;72 581   ;3,8   
10;Delaware;2020;02;783 873   ;489 276   ;62,4   ;470 043   ;60,0   ;19 233   ;3,9   
11;District of Columbia;2020;02;579 359   ;414 353   ;71,5   ;393 016   ;67,8   ;21 337   ;5,1   
12;Florida;2020;02;17 565 619   ;10 455 399   ;59,5   ;10 164 675   ;57,9   ;290 724   ;2,8   
13;Georgia;2020;02;8 261 179   ;5 156 347   ;62,4   ;4 995 200   ;60,5   ;161 147   ;3,1   
15;Hawaii;2020;02;1 090 210   ;669 072   ;61,4   ;651 215   ;59,7   ;17 857   ;2,7   
16;Idaho;2020;02;1 389 423   ;891 661   ;64,2   ;867 822   ;62,5   ;23 839   ;2,7   
17;Illinois;2020;02;9 988 984   ;6 398 665   ;64,1   ;6 179 880   ;61,9   ;218 785   ;3,4   
18;Indiana;2020;02;5 269 797   ;3 396 229   ;64,4   ;3 291 040   ;62,5   ;105 189   ;3,1   
19;Iowa;2020;02;2 473 213   ;1 752 621   ;70,9   ;1 703 351   ;68,9   ;49 270   ;2,8   
20;Kansas;2020;02;2 233 436   ;1 496 525   ;67,0   ;1 449 736   ;64,9   ;46 789   ;3,1   
21;Kentucky;2020;02;3 499 368   ;2 084 089   ;59,6   ;1 995 951   ;57,0   ;88 138   ;4,2   
22;Louisiana;2020;02;3 574 497   ;2 109 980   ;59,0   ;2 000 126   ;56,0   ;109 854   ;5,2   
23;Maine;2020;02;1 114 001   ;695 029   ;62,4   ;672 993   ;60,4   ;22 036   ;3,2   
24;Maryland;2020;02;4 769 241   ;3 280 277   ;68,8   ;3 172 883   ;66,5   ;107 394   ;3,3   
25;Massachusetts;2020;02;5 648 931   ;3 834 827   ;67,9   ;3 728 255   ;66,0   ;106 572   ;2,8   
26;Michigan;2020;02;8 003 857   ;4 950 186   ;61,8   ;4 769 868   ;59,6   ;180 318   ;3,6   
27;Minnesota;2020;02;4 445 229   ;3 121 329   ;70,2   ;3 025 204   ;68,1   ;96 125   ;3,1   
28;Mississippi;2020;02;2 289 040   ;1 276 458   ;55,8   ;1 207 994   ;52,8   ;68 464   ;5,4   
29;Missouri;2020;02;4 823 919   ;3 111 767   ;64,5   ;3 002 151   ;62,2   ;109 616   ;3,5   
30;Montana;2020;02;855 453   ;537 336   ;62,8   ;518 642   ;60,6   ;18 694   ;3,5   
31;Nebraska;2020;02;1 486 762   ;1 042 449   ;70,1   ;1 012 433   ;68,1   ;30 016   ;2,9   
32;Nevada;2020;02;2 455 309   ;1 559 544   ;63,5   ;1 503 339   ;61,2   ;56 205   ;3,6   
33;New Hampshire;2020;02;1 126 189   ;779 532   ;69,2   ;759 597   ;67,4   ;19 935   ;2,6   
34;New Jersey;2020;02;7 076 536   ;4 564 128   ;64,5   ;4 390 255   ;62,0   ;173 873   ;3,8   
35;New Mexico;2020;02;1 645 714   ;961 807   ;58,4   ;915 799   ;55,6   ;46 008   ;4,8   
36;New York;2020;02;15 632 375   ;9 551 655   ;61,1   ;9 197 589   ;58,8   ;354 066   ;3,7   
51000;New York city;2020;02;6 710 823   ;4 051 665   ;60,4   ;3 914 274   ;58,3   ;137 391   ;3,4   
37;North Carolina;2020;02;8 309 746   ;5 114 662   ;61,6   ;4 932 056   ;59,4   ;182 606   ;3,6   
38;North Dakota;2020;02;584 409   ;404 488   ;69,2   ;395 451   ;67,7   ;9 037   ;2,2   
39;Ohio;2020;02;9 252 155   ;5 829 126   ;63,0   ;5 588 285   ;60,4   ;240 841   ;4,1   
40;Oklahoma;2020;02;3 041 244   ;1 844 257   ;60,6   ;1 785 827   ;58,7   ;58 430   ;3,2   
41;Oregon;2020;02;3 432 266   ;2 105 508   ;61,3   ;2 036 466   ;59,3   ;69 042   ;3,3   
42;Pennsylvania;2020;02;10 286 870   ;6 558 419   ;63,8   ;6 249 391   ;60,8   ;309 028   ;4,7   
44;Rhode Island;2020;02;865 581   ;558 531   ;64,5   ;539 751   ;62,4   ;18 780   ;3,4   
45;South Carolina;2020;02;4 101 740   ;2 391 855   ;58,3   ;2 333 224   ;56,9   ;58 631   ;2,5   
46;South Dakota;2020;02;676 034   ;467 108   ;69,1   ;451 498   ;66,8   ;15 610   ;3,3   
47;Tennessee;2020;02;5 415 163   ;3 365 849   ;62,2   ;3 251 528   ;60,0   ;114 321   ;3,4   
48;Texas;2020;02;22 155 850   ;14 199 564   ;64,1   ;13 707 110   ;61,9   ;492 454   ;3,5   
49;Utah;2020;02;2 384 444   ;1 630 650   ;68,4   ;1 590 199   ;66,7   ;40 451   ;2,5   
50;Vermont;2020;02;518 742   ;340 142   ;65,6   ;331 947   ;64,0   ;8 195   ;2,4   
51;Virginia;2020;02;6 695 785   ;4 462 573   ;66,6   ;4 345 324   ;64,9   ;117 249   ;2,6   
